Year,Month,Day,station,Repeat,Longitude,Latitude,Lopa
2011,7,4,KR03,FALSE,-124.342,41.58333333,0
2011,7,4,KR04,FALSE,-124.442,41.58333333,0
2011,7,5,MP04,FALSE,-124.408,41.35,0
2011,7,6,TD04,FALSE,-124.392,41.05833333,0
2011,7,6,TD03,FALSE,-124.282,41.05833333,0
2011,7,6,TD02,FALSE,-124.233,41.05833333,0
2011,7,6,TD01,FALSE,-124.19,41.05833333,0
2011,7,7,ER02,FALSE,-124.445,40.63333333,0
2011,7,7,ER03,FALSE,-124.51,40.63333333,0
2011,7,7,ER04,FALSE,-124.62,40.63333333,0
2011,7,7,ER05,FALSE,-124.725,40.63333333,0
2011,7,8,PD03,FALSE,-124.193,40.03333333,0
2011,7,9,AR01,FALSE,-123.803,39.25,0
2011,7,9,AR03,FALSE,-123.892,39.25,0
2011,7,9,AR04,FALSE,-124,39.25,0
2011,7,10,GP01,FALSE,-123.545,38.75,0
2011,7,10,GP02,FALSE,-123.578,38.75,0
2011,7,10,GP03,FALSE,-123.633,38.75,0
2011,7,10,GP05,FALSE,-123.846,38.75,0
2011,7,11,FR01,FALSE,-123.246,38.5,0
2011,7,11,FR02,FALSE,-123.28,38.5,0
2011,7,15,PI05,FALSE,-122.78,37.16666667,0
2011,9,11,PD01,FALSE,-124.108,40.03333333,0
2011,9,11,PD03,FALSE,-124.193,40.03333333,0
2011,9,11,PD04,FALSE,-124.3,40.03333333,0
2011,9,12,TD04,FALSE,-124.392,41.05833333,0
2011,9,13,KR02,FALSE,-124.253,41.58333333,0
2011,9,13,KR04,FALSE,-124.442,41.58333333,0
2011,9,14,SR04,FALSE,-124.554,41.9,0
2011,9,14,SR03,FALSE,-124.445,41.9,0
2011,9,15,RR01,FALSE,-124.492,42.5,0
2011,9,15,RR03,FALSE,-124.6,42.5,0
2011,9,15,RR04,FALSE,-124.697,42.5,0
2011,9,16,HH01,FALSE,-124.171,44,0
2011,9,16,HH02,FALSE,-124.212,44,0
2011,9,16,HH03,FALSE,-124.275,44,0
2011,9,16,HH04,FALSE,-124.39,44,0
2012,6,11,HH04,FALSE,-124.39,44,0
2012,6,12,FM05,FALSE,-124.767,43.21666667,0
2012,6,15,SR03,FALSE,-124.445,41.9,0
2012,6,15,SR02,FALSE,-124.354,41.9,0
2012,6,15,SR01,FALSE,-124.272,41.9,0
2012,6,16,KR01,FALSE,-124.154,41.58333333,0
2012,6,17,MP01,FALSE,-124.142,41.35,0
2012,6,18,TD01,FALSE,-124.19,41.05833333,0
2012,6,18,TD02,FALSE,-124.233,41.05833333,0
2012,6,18,TD04,FALSE,-124.392,41.05833333,0
2012,6,19,ER03,FALSE,-124.51,40.63333333,0
2012,6,19,ER05,FALSE,-124.725,40.63333333,0
2012,6,20,PD01,FALSE,-124.108,40.03333333,0
2012,6,20,BF02,FALSE,-124.228,40.13016667,0
2012,6,21,GP01,FALSE,-123.545,38.75,0
2012,6,21,GP02,FALSE,-123.578,38.75,0
2012,6,21,GP04,FALSE,-123.74,38.75,0
2012,6,21,GP05,FALSE,-123.846,38.75,0
2012,6,22,FR05,FALSE,-123.596,38.5,0
2013,7,10,FM01,FALSE,-124.433,43.21666667,0
2013,7,10,FM02,FALSE,-124.473,43.21666667,0
2013,7,12,SR04,FALSE,-124.557,41.9,0
2013,7,14,MP05,FALSE,-124.477,41.35,0
2013,7,16,ER03,FALSE,-124.513,40.63333333,0
2013,7,17,BF04,FALSE,-124.362,40.13333333,0
2013,7,17,BF05,FALSE,-124.471,40.13333333,0
2013,7,18,AR04,FALSE,-124,39.25,0
2014,7,10,SR04,FALSE,-124.557,41.9,0
2014,7,11,KR04,FALSE,-124.442,41.58333333,0
2014,7,12,MP04,FALSE,-124.365,41.35,0
2014,7,12,MP05,FALSE,-124.477,41.35,0
2014,7,13,TD02,FALSE,-124.235,41.05833333,0
2014,7,13,TD04,FALSE,-124.388,41.05833333,0
2014,7,13,TD05,FALSE,-124.498,41.05833333,0
2014,7,15,BF03,FALSE,-124.253,40.13333333,0
2014,7,15,BF04,FALSE,-124.362,40.13333333,0
2014,7,15,BF05,FALSE,-124.471,40.13333333,0
2014,7,16,AR05,FALSE,-124.108,39.25,0
2015,6,20,FR01,FALSE,-123.247,38.5,0
2015,6,20,FR02,FALSE,-123.26,38.5,0
2015,6,20,FR02,FALSE,-123.26,38.5,0
2015,6,20,FR02,FALSE,-123.26,38.5,0
2015,6,21,GP01,FALSE,-123.545,38.75,0
2015,6,21,GP03,FALSE,-123.622,38.75,0
2015,6,23,PG01,FALSE,-124.353,40.23166667,0
2015,6,28,SR03,FALSE,-124.445,41.9,0
2015,6,28,SR03,FALSE,-124.445,41.9,0
2015,7,1,FM01,FALSE,-124.433,43.21666667,0
2015,7,1,FM01,FALSE,-124.433,43.21666667,0
2015,8,31,GH10,FALSE,-124.41,47,0
2015,8,31,GH10,FALSE,-124.41,47,0
2015,9,2,CR04,FALSE,-124.07,46.17,0
2015,9,2,CR04,FALSE,-124.07,46.17,0
2015,9,2,CR04,FALSE,-124.07,46.17,0
2015,9,2,CR07,FALSE,-124.15,46.17,0
2015,9,3,NH03,FALSE,-124.13,44.67,0
2015,9,3,NH03,FALSE,-124.13,44.67,0
2015,9,5,HH02,FALSE,-124.212,44,0
2015,9,5,HH02,FALSE,-124.212,44,0
2015,9,5,HH02,FALSE,-124.212,44,0
2015,9,5,HH01,FALSE,-124.171,44,0
2011,7,9,AR02,FALSE,-123.829,39.25,0.71153142
2012,6,19,ER01,FALSE,-124.385,40.63333333,0.747234491
2010,7,5,KR01,FALSE,-124.154,41.58333333,0.752557323
2015,6,29,SR03,FALSE,-124.445,41.9,0.772630343
2010,7,12,GF04,FALSE,-123.192,37.84166667,0.810329329
2012,6,19,ER04,FALSE,-124.62,40.63333333,0.822654293
2013,7,15,TD03,FALSE,-124.278,41.05833333,0.82941691
2015,8,31,GH06,FALSE,-124.32,47,0.840760047
2010,7,5,KR02,FALSE,-124.253,41.58333333,0.845284072
2015,9,9,TD01,FALSE,-124.19,41.05833333,0.877485478
2015,8,30,LP09,FALSE,-124.87,47.92,0.889046942
2013,7,19,GP01,FALSE,-123.545,38.75,0.907254028
2015,7,1,FM01,FALSE,-124.433,43.21666667,0.940521425
2015,6,28,SR03,FALSE,-124.445,41.9,0.97213851
2010,7,1,HH01,FALSE,-124.171,44,1.215555259
2014,7,16,AR01,FALSE,-123.803,39.25,1.430825093
2014,7,15,BF02,FALSE,-124.233,40.13333333,1.460222571
2011,7,7,ER01,FALSE,-124.385,40.63333333,1.486453974
2014,7,13,TD01,FALSE,-124.19,41.05833333,1.491775074
2010,7,2,FM01,FALSE,-124.43,43.21666667,1.498576123
2010,7,12,GF05,FALSE,-123.383,37.84166667,1.533494425
2015,6,29,SR03,FALSE,-124.445,41.9,1.621928473
2015,6,29,SR03,FALSE,-124.445,41.9,1.641146833
2013,7,20,FR01,FALSE,-123.247,38.5,1.833469621
2012,6,17,MP02,FALSE,-124.2,41.35,1.941497101
2011,7,3,SR01,FALSE,-124.272,41.9,1.984639335
2012,6,13,RR02,FALSE,-124.542,42.5,2.040600606
2011,7,5,MP03,FALSE,-124.308,41.35,2.0981609
2011,7,12,TB05,FALSE,-123.404,38.16666667,2.106325167
2011,7,1,FM02,FALSE,-124.485,43.21666667,2.15727941
2011,6,30,HH04,FALSE,-124.39,44,2.180772565
2014,7,15,BF01,FALSE,-124.215,40.13333333,2.338880801
2010,7,7,ER05,FALSE,-124.725,40.63333333,2.34673269
2012,6,11,HH03,FALSE,-124.275,44,2.461499199
2015,9,14,GF01,FALSE,-122.695,37.84166667,2.466334534
2013,7,20,FR02,FALSE,-123.26,38.5,2.58893912
2013,7,15,TD04,FALSE,-124.388,41.05833333,2.631509739
2012,6,22,FR04,FALSE,-123.458,38.5,2.66480372
2015,6,25,TD01,FALSE,-124.19,41.05833333,2.704603235
2015,6,23,PG02,FALSE,-124.379,40.22416667,2.884448974
2011,7,5,MP01,FALSE,-124.142,41.35,2.908484662
2010,7,1,HH02,FALSE,-124.212,44,3.035518419
2012,6,11,HH01,FALSE,-124.171,44,3.102360011
2013,9,15,TD02,FALSE,-124.235,41.05833333,3.230795869
2015,7,2,HH01,FALSE,-124.171,44,3.518153673
2015,6,23,PG02,FALSE,-124.379,40.22416667,3.532320735
2010,7,8,PD01,FALSE,-124.108,40.03333333,3.832283603
2010,7,7,ER04,FALSE,-124.62,40.63333333,3.939177256
2011,7,13,GF05,FALSE,-123.383,37.84166667,4.28014806
2013,7,10,FM03,FALSE,-124.563,43.21666667,4.32050707
2010,7,6,TD02,FALSE,-124.233,41.05833333,4.786191134
2013,9,15,TD03,FALSE,-124.278,41.05833333,4.80896957
2012,6,16,KR03,FALSE,-124.342,41.58333333,5.170088038
2015,6,18,GF01,FALSE,-122.695,37.84166667,5.288542901
2013,7,15,TD02,FALSE,-124.235,41.05833333,5.76232115
2010,7,1,HH04,FALSE,-124.39,44,5.832806806
2013,7,16,ER01,FALSE,-124.393,40.63333333,5.997101121
2013,7,15,TD01,FALSE,-124.19,41.05833333,6.112622433
2011,6,30,HH05,FALSE,-124.503,44,6.19158987
2011,7,11,FR05,FALSE,-123.596,38.5,6.424468559
2014,7,10,SR05,FALSE,-124.668,41.9,6.890331012
2013,7,9,HH02,FALSE,-124.212,44,6.941991848
2015,6,29,SR03,FALSE,-124.445,41.9,7.074136955
2015,9,7,SR02,FALSE,-124.354,41.9,7.516112667
2010,7,6,TD03,FALSE,-124.282,41.05833333,8.681084857
2012,6,19,ER02,FALSE,-124.445,40.63333333,9.078479827
2010,7,1,HH05,FALSE,-124.503,44,9.510894635
2013,7,10,FM04,FALSE,-124.655,43.21666667,9.76911954
2012,6,21,GP03,FALSE,-123.633,38.75,10.09595872
2015,6,21,GP02,FALSE,-123.568,38.75,10.10526316
2010,7,10,GP03,FALSE,-123.633,38.75,10.89802498
2012,6,18,TD03,FALSE,-124.282,41.05833333,11.02753952
2013,9,11,FR02,FALSE,-123.26,38.5,11.77467311
2014,7,7,FM02,FALSE,-124.473,43.21666667,12.18368712
2011,6,29,NH05,FALSE,-124.175,44.66666667,12.27971324
2015,6,22,AR03,FALSE,-123.893,39.25,12.53985884
2012,6,13,RR03,FALSE,-124.6,42.5,12.87278141
2015,6,28,SR02,FALSE,-124.354,41.9,12.98743466
2012,6,13,RR01,FALSE,-124.492,42.5,13.15795304
2012,6,24,PP04,FALSE,-122.893,37.5,13.91105796
2010,7,2,FM02,FALSE,-124.485,43.21666667,14.0982947
2013,7,16,ER02,FALSE,-124.447,40.63333333,14.64155541
2013,9,13,AR02,FALSE,-123.829,39.25,15.12955319
2015,9,9,TD01,FALSE,-124.19,41.05833333,15.64346798
2011,7,14,PP05,FALSE,-123,37.5,16.32176387
2014,7,11,KR05,FALSE,-124.553,41.58333333,17.80360548
#N/A,#N/A,#N/A,FR01,FALSE,-123.247,38.5,17.90690883
2015,6,29,SR03,FALSE,-124.445,41.9,17.9741499
2015,9,3,NH03,FALSE,-124.13,44.67,18.18873291
2015,6,21,GP02,FALSE,-123.568,38.75,18.47103307
2015,9,9,TD01,FALSE,-124.19,41.05833333,18.71193822
2011,9,12,TD03,FALSE,-124.282,41.05833333,18.92764032
2015,9,14,GF01,FALSE,-122.695,37.84166667,20.16535592
2015,6,27,KR01,FALSE,-124.158,41.58333333,20.20912046
2015,6,23,PG02,FALSE,-124.379,40.22416667,20.26689948
2015,9,14,GF01,FALSE,-122.695,37.84166667,21.92982456
2014,7,14,ER02,FALSE,-124.447,40.63333333,23.3107294
2011,7,10,GP04,FALSE,-123.74,38.75,24.46415166
2012,6,16,KR02,FALSE,-124.253,41.58333333,24.84652047
2015,6,21,GP02,FALSE,-123.568,38.75,25.99090318
2010,7,10,GP02,FALSE,-123.578,38.75,26.54733139
2010,7,2,FM03,FALSE,-124.575,43.21666667,27.53447724
2011,7,12,TB03,FALSE,-123.167,38.16666667,27.77554185
2013,7,19,GP02,FALSE,-123.568,38.75,27.93901295
2014,7,10,SR03,FALSE,-124.445,41.9,28.06214675
2014,7,18,FR02,FALSE,-123.26,38.5,28.21778077
2010,7,13,PP05,FALSE,-123,37.5,28.85007521
2010,7,11,FR05,FALSE,-123.596,38.5,28.97760266
2012,6,23,GF03,FALSE,-123.025,37.84166667,32.37912011
2015,7,1,FM02,FALSE,-124.473,43.21666667,33.78501771
2013,7,14,MP03,FALSE,-124.277,41.35,34.20554743
2013,7,21,GF01,FALSE,-122.695,37.84166667,35.02197138
2010,7,13,PP04,FALSE,-122.893,37.5,36.1179444
2014,7,6,HH04,FALSE,-124.39,44,36.14267582
2013,7,8,NH05,FALSE,-124.17,44.67,37.99302023
2011,7,12,TB04,FALSE,-123.297,38.16666667,38.15780053
2014,7,10,SR01,FALSE,-124.272,41.9,40.70624631
2015,6,18,GF02,FALSE,-122.8,37.84166667,40.98120719
2010,7,3,RR04,FALSE,-124.697,42.5,42.0300529
2014,7,12,MP03,FALSE,-124.277,41.35,42.40773601
2015,9,8,KR01,FALSE,-124.158,41.58333333,47.43166327
2015,9,13,FR02,FALSE,-123.26,38.5,48.94876696
2013,9,12,GF03,FALSE,-123.025,37.84166667,53.01936742
2015,9,13,FR02,FALSE,-123.26,38.5,55.40987701
2010,7,3,RR05,FALSE,-124.808,42.5,55.92237869
2015,9,7,SR02,FALSE,-124.354,41.9,57.83689994
2015,6,25,TD01,FALSE,-124.19,41.05833333,58.1375466
2015,9,12,AR02,FALSE,-123.829,39.25,58.85865393
2013,9,14,BF03,FALSE,-124.253,40.13333333,59.03285571
2013,9,14,BF01,FALSE,-124.215,40.13333333,59.06584386
2010,7,6,TD04,FALSE,-124.392,41.05833333,61.10938325
2010,7,1,HH03,FALSE,-124.275,44,63.69113512
2011,9,8,GF02,FALSE,-122.8,37.84166667,66.09590799
2010,7,2,FM04,FALSE,-124.653,43.21666667,69.64939662
2015,9,8,KR01,FALSE,-124.158,41.58333333,71.43750112
2012,6,22,FR03,FALSE,-123.342,38.5,72.04738989
2014,7,22,PI05,FALSE,-122.743,37.16666667,79.44328077
2015,9,10,ER02,FALSE,-124.447,40.63333333,79.55196334
2013,7,17,BF01,FALSE,-124.215,40.13333333,86.39882769
2010,7,11,FR03,FALSE,-123.342,38.5,87.78112227
2015,7,2,HH02,FALSE,-124.212,44,88.86971527
2011,9,15,RR02,FALSE,-124.542,42.5,89.72837259
2013,7,17,BF03,FALSE,-124.253,40.13333333,90.52445922
2015,6,25,TD01,FALSE,-124.19,41.05833333,91.15271726
2012,6,12,FM04,FALSE,-124.653,43.21666667,93.72718345
2015,9,3,NH05,FALSE,-124.17,44.67,95.12694251
2014,7,11,KR01,FALSE,-124.158,41.58333333,98.65724234
2010,7,6,TD05,FALSE,-124.502,41.05833333,98.82834656
2011,7,5,MP02,FALSE,-124.2,41.35,99.08793704
2012,6,12,FM02,FALSE,-124.485,43.21666667,106.9876513
2011,9,11,PD02,FALSE,-124.128,40.03333333,108.6308769
2014,7,6,HH03,FALSE,-124.275,44,114.8278593
2015,9,14,GF02,FALSE,-122.8,37.84166667,117.4220185
2015,9,10,ER03,FALSE,-124.513,40.63333333,118.1197268
2013,9,13,AR03,FALSE,-123.893,39.25,118.388447
2014,7,13,TD03,FALSE,-124.278,41.05833333,118.8903613
2014,7,7,FM01,FALSE,-124.433,43.21666667,123.3974177
2011,9,9,FR02,FALSE,-123.28,38.5,128.6757431
2011,6,30,HH02,FALSE,-124.212,44,128.9922725
2013,7,22,PP05,FALSE,-123.01,37.5,129.4794128
2012,6,22,FR01,FALSE,-123.246,38.5,132.0635009
2012,6,22,FR02,FALSE,-123.28,38.5,134.1713716
2015,9,7,SR02,FALSE,-124.354,41.9,139.26569
2013,9,12,GF02,FALSE,-122.8,37.84166667,140.1409992
2015,9,12,AR02,FALSE,-123.829,39.25,141.0494076
2014,7,12,MP02,FALSE,-124.2,41.35,142.4956657
2015,7,1,FM03,FALSE,-124.563,43.21666667,144.4043321
2015,8,30,LP09,FALSE,-124.87,47.92,155.2892131
2012,6,24,PP05,FALSE,-123,37.5,166.4027553
2013,7,13,KR04,FALSE,-124.442,41.58333333,171.6560164
2015,9,8,KR01,FALSE,-124.158,41.58333333,190.0743191
2014,7,14,ER04,FALSE,-124.623,40.63333333,195.8526596
2013,7,14,MP04,FALSE,-124.365,41.35,202.2459853
2014,7,18,FR01,FALSE,-123.247,38.5,204.7254767
2014,7,21,PP04,FALSE,-122.905,37.5,209.10094
2013,7,9,HH01,FALSE,-124.171,44,214.074307
2013,9,14,BF02,FALSE,-124.233,40.13333333,224.8072319
2012,6,17,MP03,FALSE,-124.308,41.35,228.8768187
2015,9,12,AR02,FALSE,-123.829,39.25,233.4734174
2014,7,22,PI04,FALSE,-122.638,37.16666667,234.3926453
2013,7,9,HH03,FALSE,-124.275,44,235.1898962
2012,6,11,HH02,FALSE,-124.212,44,235.6293304
2010,7,12,GF03,FALSE,-123.025,37.84166667,243.3277033
2015,9,1,WB09,FALSE,-124.29,46.67,275.086421
2013,7,20,FR03,FALSE,-123.308,38.5,280.9048988
2014,7,18,FR04,FALSE,-123.415,38.5,286.8050523
2013,7,17,BF02,FALSE,-124.233,40.13333333,293.8577015
2014,7,10,SR02,FALSE,-124.354,41.9,298.4717051
2011,9,7,PP03,FALSE,-122.747,37.5,299.4186786
2014,7,11,KR02,FALSE,-124.253,41.58333333,301.9893215
2013,7,9,HH04,FALSE,-124.39,44,308.5467448
2013,9,12,GF04,FALSE,-123.193,37.84166667,309.9886103
2015,8,31,GH10,FALSE,-124.41,47,343.5995633
2013,7,18,AR02,FALSE,-123.829,39.25,358.037952
2015,9,13,FR03,FALSE,-123.308,38.5,365.1987111
2013,7,18,AR01,FALSE,-123.803,39.25,366.6939242
2015,9,11,BF02,FALSE,-124.233,40.13333333,386.2560038
2010,7,3,RR02,FALSE,-124.542,42.5,389.5033203
2011,9,9,FR01,FALSE,-123.246,38.5,397.4109632
2015,6,20,FR03,FALSE,-123.308,38.5,407.761271
2015,9,12,AR01,FALSE,-123.803,39.25,409.3926132
2010,7,2,FM05,FALSE,-124.767,43.21666667,412.7271307
2011,7,8,PD01,FALSE,-124.108,40.03333333,414.4070831
2013,7,14,MP02,FALSE,-124.2,41.35,445.302442
2013,7,12,SR02,FALSE,-124.354,41.9,455.5260478
2013,7,13,KR01,FALSE,-124.158,41.58333333,461.2634378
2014,7,17,GP05,FALSE,-123.835,38.75,461.8148037
2014,7,18,FR05,FALSE,-123.563,38.5,462.2244894
2013,7,12,SR03,FALSE,-124.445,41.9,471.3063287
2011,7,11,FR04,FALSE,-123.458,38.5,480.4814823
2015,9,1,WB09,FALSE,-124.29,46.67,492.0838682
2015,9,13,FR02,FALSE,-123.26,38.5,496.8715495
2013,9,11,FR04,FALSE,-123.415,38.5,507.5148511
2014,7,19,TB04,FALSE,-123.22,38.13333333,513.8418993
2015,9,1,WB09,FALSE,-124.29,46.67,519.0653528
2013,9,13,AR01,FALSE,-123.803,39.25,548.245614
2015,6,22,AR02,FALSE,-123.829,39.25,550.356639
2013,7,14,MP01,FALSE,-124.142,41.35,555.843483
2010,7,3,RR03,FALSE,-124.6,42.5,565.296386
2015,6,19,TB03,FALSE,-123.113,38.13333333,591.50169
2011,9,8,GF03,FALSE,-123.025,37.84166667,651.2190166
2014,7,6,HH02,FALSE,-124.212,44,657.6801687
2013,9,12,GF01,FALSE,-122.695,37.84166667,658.1863773
2014,7,17,GP01,FALSE,-123.545,38.75,658.7484638
2015,8,30,LP09,FALSE,-124.87,47.92,660.2682502
2011,7,13,GF04,FALSE,-123.192,37.84166667,679.5863798
2015,9,9,TD02,FALSE,-124.235,41.05833333,683.9981595
2011,7,8,PD02,FALSE,-124.128,40.03333333,690.4615762
2011,9,7,PP04,FALSE,-122.893,37.5,695.3643454
2013,7,21,GF04,FALSE,-123.193,37.84166667,696.9301662
2015,9,11,BF02,FALSE,-124.233,40.13333333,705.4387049
2015,6,19,TB02,FALSE,-123.007,38.13333333,789.9029793
2015,6,25,TD02,FALSE,-124.235,41.05833333,806.1782792
2015,6,22,AR01,FALSE,-123.803,39.25,829.794694
2014,7,20,GF01,FALSE,-122.695,37.84166667,844.6588414
2011,6,30,HH01,FALSE,-124.171,44,845.8420317
2014,7,12,MP01,FALSE,-124.142,41.35,853.1584441
2015,7,2,HH03,FALSE,-124.275,44,863.570134
2014,7,16,AR04,FALSE,-124,39.25,928.4337265
2014,7,6,HH01,FALSE,-124.171,44,951.1396773
2014,7,16,AR03,FALSE,-123.893,39.25,976.0726327
2013,9,11,FR03,FALSE,-123.308,38.5,979.1190669
2013,7,13,KR03,FALSE,-124.343,41.58333333,996.3452931
2015,9,8,KR02,FALSE,-124.253,41.58333333,999.4720457
2011,9,8,GF01,FALSE,-122.695,37.84166667,1007.557729
2014,7,14,ER01,FALSE,-124.393,40.63333333,1050.594868
2012,6,23,GF04,FALSE,-123.192,37.84166667,1100.240195
2015,9,10,ER02,FALSE,-124.447,40.63333333,1107.306567
2014,7,7,FM03,FALSE,-124.563,43.21666667,1120.719539
2013,7,13,KR02,FALSE,-124.253,41.58333333,1155.020496
2015,7,2,HH03,FALSE,-124.275,44,1171.704107
2015,9,1,WB14,FALSE,-124.4,46.67,1172.880275
2015,6,24,ER03,FALSE,-124.513,40.63333333,1223.830314
2015,6,28,SR01,FALSE,-124.272,41.9,1278.576017
2014,7,11,KR03,FALSE,-124.343,41.58333333,1317.714237
2013,7,22,PP03,FALSE,-122.758,37.5,1317.978065
2013,7,12,SR01,FALSE,-124.272,41.9,1318.387194
2015,9,11,BF01,FALSE,-124.215,40.13333333,1357.238606
2015,6,19,TB02,FALSE,-123.007,38.13333333,1370.500055
2014,7,17,GP02,FALSE,-123.568,38.75,1424.892841
2012,6,12,FM01,FALSE,-124.43,43.21666667,1581.463524
2014,7,14,ER03,FALSE,-124.513,40.63333333,1615.052163
2015,9,11,BF02,FALSE,-124.233,40.13333333,1639.097744
2011,9,14,SR02,FALSE,-124.354,41.9,1744.098037
2012,6,23,GF01,FALSE,-122.695,37.84166667,1804.186525
2011,9,13,KR03,FALSE,-124.342,41.58333333,1814.69418
2013,7,21,GF02,FALSE,-122.8,37.84166667,1818.244092
2010,7,13,PP03,FALSE,-122.747,37.5,1834.624155
2010,7,12,GF01,FALSE,-122.695,37.84166667,1927.628915
2011,7,11,FR03,FALSE,-123.342,38.5,1931.713842
2014,7,22,PI03,FALSE,-122.5,37.16666667,1959.097333
2014,7,16,AR02,FALSE,-123.829,39.25,1966.916864
2014,7,19,TB05,FALSE,-123.327,38.13333333,2009.238511
2012,6,12,FM03,FALSE,-124.575,43.21666667,2023.081108
2013,7,18,AR03,FALSE,-123.893,39.25,2085.699298
2015,6,25,TD03,FALSE,-124.278,41.05833333,2165.527061
2011,9,8,GF04,FALSE,-123.192,37.84166667,2256.482228
2011,7,15,PI04,FALSE,-122.675,37.16666667,2278.225055
2013,7,23,TB04,FALSE,-123.22,38.13333333,2286.96307
2013,7,20,FR04,FALSE,-123.415,38.5,2367.514825
2010,7,12,GF02,FALSE,-122.8,37.84166667,2554.127748
2015,7,2,HH03,FALSE,-124.275,44,2565.351202
2014,7,20,GF04,FALSE,-123.193,37.84166667,2647.783317
2011,9,13,KR01,FALSE,-124.154,41.58333333,2671.324224
2015,6,19,TB02,FALSE,-123.007,38.13333333,2716.948917
2014,7,20,GF02,FALSE,-122.8,37.84166667,2746.276992
2015,6,26,MP03,FALSE,-124.277,41.35,2821.892637
2014,7,17,GP04,FALSE,-123.728,38.75,2829.557385
2015,6,24,ER01,FALSE,-124.393,40.63333333,3019.585071
2013,7,21,GF03,FALSE,-123.025,37.84166667,3193.837853
2015,6,22,AR01,FALSE,-123.803,39.25,3194.979318
2011,9,14,SR01,FALSE,-124.272,41.9,3199.685192
2011,9,9,FR03,FALSE,-123.342,38.5,3199.743602
2014,7,19,TB03,FALSE,-123.113,38.13333333,3241.1356
2015,6,22,AR01,FALSE,-123.803,39.25,3381.375877
2015,9,10,ER02,FALSE,-124.447,40.63333333,3492.221119
2011,7,14,PP04,FALSE,-122.893,37.5,3692.877451
2015,6,30,RR02,FALSE,-124.542,42.5,3725.57815
2015,6,30,RR01,FALSE,-124.492,42.5,4158.636027
2012,6,25,PI03,FALSE,-122.533,37.16666667,4249.21804
2013,7,23,TB01,FALSE,-122.972,38.13333333,4332.731645
2013,7,23,TB03,FALSE,-123.113,38.13333333,4485.836269
2015,9,6,RR03,FALSE,-124.6,42.5,4504.694791
2014,7,20,GF03,FALSE,-123.025,37.84166667,4995.792626
2011,9,8,GF05,FALSE,-123.383,37.84166667,5512.825805
2015,6,24,ER02,FALSE,-124.447,40.63333333,5626.93762
2015,6,27,KR02,FALSE,-124.253,41.58333333,5684.944067
2014,7,21,PP02,FALSE,-122.607,37.5,5971.595962
2013,9,11,FR05,FALSE,-123.563,38.5,6025.305411
2015,6,24,ER01,FALSE,-124.393,40.63333333,6166.606563
2015,6,26,MP02,FALSE,-124.2,41.35,6227.644354
2015,6,24,ER01,FALSE,-124.393,40.63333333,6346.108117
2014,7,21,PP03,FALSE,-122.758,37.5,7283.609153
