Survey,cruise,Station_Code,Station,Date,Time,Year,Lat,Long,Station_Depth_m,Distance_Offshore_nm,Gear,Extension,Species,Length,Measurement
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,57,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,64,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,42,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,55,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,52,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,58,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,39,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,49,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,39,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,48,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,79,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,54,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,43,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,32,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,65,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,68,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,48,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,28,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,60,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,49,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,68,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,74,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,49,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,42,DML (mm)
SWFSC,OS1201,OS120102T1,HH02,6/11/2012,1/0/1900,2012,44,-124.2116667,55,3.2,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120103T1,HH03,6/11/2012,1/0/1900,2012,44,-124.275,80,5.9,264NRT+MED,No,California market squid,55,DML (mm)
SWFSC,OS1201,OS120103T1,HH03,6/11/2012,1/0/1900,2012,44,-124.275,80,5.9,264NRT+MED,No,California market squid,60,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,48,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,52,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,59,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,47,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,37,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,60,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,72,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,52,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,53,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,55,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,66,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,58,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,49,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,51,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,48,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,47,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,61,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,61,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,62,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,43,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,48,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,61,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,44,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,48,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,44,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,43,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,43,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120105T1,FM01,6/12/2012,1/0/1900,2012,43.21666667,-124.4333333,30,1.6,264NRT+MED,No,California market squid,30,DML (mm)
