Cruise ,Sample_Date,Month,Day,Year,Start_Time,Transect_Name,Distance_Offshore_nmi,Bottom_Depth,Station_Code,Haul,Station,Lat,Lon,Study_Type,Repeat,MMED,Liner_Mesh,Extension,California_market_squid_,
1,6/20/1998,6,20,1998,6:25,Columbia River,20,131.6736,062098CR20,17,CR20,46.158,-124.4438,Regular,FALSE,No,0.8,No,0,
1,6/20/1998,6,20,1998,8:25,Columbia River,25,146.304,062098CR25,18,CR25,46.13717,-124.549,Regular,FALSE,No,0.8,No,0,
1,6/21/1998,6,21,1998,5:44,Cape Falcon,3,54.864,062198CF03,20,CF03,45.72133,-124.026,Regular,FALSE,No,0.8,No,0,
1,6/21/1998,6,21,1998,7:40,Cape Falcon,7,74.9808,062198CF07,21,CF07,45.667,-124.0753,Regular,FALSE,No,0.8,No,0,
1,6/21/1998,6,21,1998,9:50,Cape Falcon,10,113.3856,062198CF10,22,CF10,45.72417,-124.1838,Regular,FALSE,No,0.8,No,1.050745395,
1,6/21/1998,6,21,1998,12:42,Cape Falcon,15,148.1328,062198CF15,23,CF15,45.72317,-124.3005,Regular,FALSE,No,0.8,No,0,
1,6/21/1998,6,21,1998,16:45,Cape Falcon,25,192.024,062198CF25,24,CF25,45.72367,-124.5223,Regular,FALSE,No,0.8,No,0,
1,6/21/1998,6,21,1998,20:55,Cape Meares,3,62.1792,062198CM03,25,CM03,45.47417,-124.036,Regular,FALSE,No,0.8,No,0,
1,6/22/1998,6,22,1998,6:25,Cascade Head,1,25.6032,062298CH01,26,CH01,45.0365,-124.0345,Regular,FALSE,No,0.8,No,0,
1,6/22/1998,6,22,1998,8:26,Cascade Head,2,54.864,062298CH02,27,CH02,44.9915,-124.0778,Regular,FALSE,No,0.8,No,0.644407737,
1,6/22/1998,6,22,1998,10:07,Cascade Head,5,91.44,062298CH05,28,CH05,45.028,-124.1275,Regular,FALSE,No,0.8,No,0,
1,6/22/1998,6,22,1998,13:35,Cascade Head,10,151.7904,062298CH10,29,CH10,45.01617,-124.2468,Regular,FALSE,No,0.8,No,0,
1,6/22/1998,6,22,1998,16:11,Cascade Head,15,192.024,062298CH15,30,CH15,44.9845,-124.3528,Regular,FALSE,No,0.8,No,0,
1,6/22/1998,6,22,1998,18:12,Cascade Head,20,329.184,062298CH20,31,CH20,45.0255,-124.4522,Regular,FALSE,No,0.8,No,0,
1,6/23/1998,6,23,1998,16:15,Newport,5,56.6928,062398NH05,33,NH05,44.64783,-124.1728,Regular,FALSE,No,0.8,No,0.257803428,
1,6/23/1998,6,23,1998,18:38,Newport,10,80.4672,062398NH10A,34,NH10,44.65133,-124.2882,Regular,FALSE,No,0.8,No,0,
1,6/23/1998,6,23,1998,19:36,Newport,10,82.296,062398NH10B,35,NH10,44.62983,-124.2982,Regular,TRUE,No,0.8,No,0,1
1,6/24/1998,6,24,1998,8:40,Cape Perpetua,2,43.8912,062498CP02,38,CP02,44.23033,-124.16,Regular,FALSE,No,0.8,No,0.304094524,
1,6/24/1998,6,24,1998,6:43,Cape Perpetua,3,53.0352,062498CP03,37,CP03,44.23533,-124.1975,Regular,FALSE,No,0.8,No,1.824674186,
1,6/24/1998,6,24,1998,11:17,Cape Perpetua,10,85.9536,062498CP10,39,CP10,44.1985,-124.3375,Regular,FALSE,No,0.8,No,1.471095421,
1,6/24/1998,6,24,1998,13:28,Cape Perpetua,15,100.584,062498CP15,40,CP15,44.23367,-124.4567,Regular,FALSE,No,0.8,No,0,
1,6/24/1998,6,24,1998,15:35,Cape Perpetua,20,106.0704,062498CP20,41,CP20,44.1975,-124.5557,Regular,FALSE,No,0.8,No,0.737101116,
1,6/24/1998,6,24,1998,17:37,Cape Perpetua,25,106.0704,062498CP25,42,CP25,44.23683,-124.6985,Regular,FALSE,No,0.8,No,0,
1,6/25/1998,6,25,1998,6:00,Cape Meares,5,85.9536,062598CM05,43,CM05,45.4685,-124.0923,Regular,FALSE,No,0.8,No,1.390035114,
2,9/20/1998,9,20,1998,16:30,Newport,5,62.1792,092098NH05,1,NH05,44.6665,-124.182,Regular,FALSE,No,0.8,No,2.912680771,
2,9/20/1998,9,20,1998,19:06,Newport,10,80.4672,092098NH10D,2,NH10,44.67733,-124.2893,Regular,FALSE,No,0.8,No,2.459041805,
2,9/21/1998,9,21,1998,7:26,Cascade Head,1,29.2608,092198CH01,4,CH01,45.07867,-124.0333,Regular,FALSE,No,0.8,No,0,
2,9/21/1998,9,21,1998,11:46,Newport,15,98.7552,092198NH15,5,NH15,44.66117,-124.4172,Regular,FALSE,No,0.8,No,0,
2,9/21/1998,9,21,1998,13:41,Newport,20,133.5024,092198NH20,6,NH20,44.62867,-124.523,Regular,FALSE,No,0.8,No,0,
2,9/21/1998,9,21,1998,16:26,Newport,25,294.4368,092198NH25,7,NH25,44.65567,-124.6398,Regular,FALSE,No,0.8,No,0,
2,9/22/1998,9,22,1998,7:50,Cascade Head,2,65.8368,092298CH02D,9,CH02,45.03933,-124.067,Regular,FALSE,No,0.8,No,0,
2,9/22/1998,9,22,1998,9:38,Cascade Head,5,91.44,092298CH05,10,CH05,45.00367,-124.1348,Regular,FALSE,No,0.8,No,0.417971096,
2,9/22/1998,9,22,1998,11:50,Cascade Head,10,149.9616,092298CH10,11,CH10,45.039,-124.2355,Regular,FALSE,No,0.8,No,0,
2,9/22/1998,9,22,1998,14:05,Cascade Head,15,199.3392,092298CH15,12,CH15,45.01966,-124.3445,Regular,FALSE,No,0.8,No,0,
2,9/22/1998,9,22,1998,16:28,Cascade Head,20,321.8688,092298CH20,13,CH20,45.03433,-124.4427,Regular,FALSE,No,0.8,No,0,
2,9/22/1998,9,22,1998,19:15,Cascade Head,25,457.2,092298CH25,14,CH25,45.01983,-124.572,Regular,FALSE,No,0.8,No,0,
2,9/23/1998,9,23,1998,8:15,Cape Meares,1,31.0896,092398CM01D,16,CM01,45.48067,-124.0072,Regular,FALSE,No,0.8,No,0,
2,9/23/1998,9,23,1998,10:05,Cape Meares,3,56.6928,092398CM03,17,CM03,45.49567,-124.041,Regular,FALSE,No,0.8,No,0,
2,9/23/1998,9,23,1998,11:46,Cape Meares,5,85.9536,092398CM05,18,CM05,45.46684,-124.0915,Regular,FALSE,No,0.8,No,0,
2,9/23/1998,9,23,1998,13:54,Cape Meares,10,131.6736,092398CM10,19,CM10,45.48567,-124.1928,Regular,FALSE,No,0.8,No,0,
2,9/23/1998,9,23,1998,16:06,Cape Meares,15,182.88,092398CM15,20,CM15,45.45483,-124.33,Regular,FALSE,No,0.8,No,0,
2,9/23/1998,9,23,1998,18:16,Cape Meares,20,245.0592,092398CM20,21,CM20,45.47433,-124.4412,Regular,FALSE,No,0.8,No,0,
2,9/24/1998,9,24,1998,7:50,Cape Falcon,1,27.432,092498CF01D,23,CF01,45.72167,-123.9758,Regular,FALSE,No,0.8,No,0,
2,9/24/1998,9,24,1998,10:45,Cape Falcon,3,54.864,092498CF03,24,CF03,45.719,-124.0193,Regular,FALSE,No,0.8,No,0,
2,9/24/1998,9,24,1998,12:33,Cape Falcon,7,89.6112,092498CF07,25,CF07,45.69467,-124.115,Regular,FALSE,No,0.8,No,0,
2,9/24/1998,9,24,1998,14:17,Cape Falcon,10,113.3856,092498CF10,26,CF10,45.72667,-124.1818,Regular,FALSE,No,0.8,No,0,
2,9/25/1998,9,25,1998,8:14,Columbia River,4,29.2608,092598CR04,27,CR04,46.1575,-124.0723,Regular,FALSE,No,0.8,No,0,
2,9/25/1998,9,25,1998,10:56,Columbia River,7,62.1792,092598CR07,28,CR07,46.15083,-124.0588,Regular,FALSE,No,0.8,No,0,
2,9/25/1998,9,25,1998,13:17,Columbia River,10,58.5216,092598CR10,29,CR10,46.16817,-124.2152,Regular,FALSE,No,0.8,No,0,
2,9/26/1998,9,26,1998,7:07,Grays Harbor,10,58.5216,092698GH10,30,GH10,47.00417,-124.4147,Regular,FALSE,No,0.8,No,0,
2,9/26/1998,9,26,1998,9:49,Grays Harbor,16,85.9536,092698GH16,31,GH16,46.98783,-124.5598,Regular,FALSE,No,0.8,No,0,
2,9/26/1998,9,26,1998,11:53,Grays Harbor,21,111.5568,092698GH21,32,GH21,47.01567,-124.6945,Regular,FALSE,No,0.8,No,0,
2,9/26/1998,9,26,1998,13:55,Grays Harbor,26,157.2768,092698GH26,33,GH26,47.001,-124.8187,Regular,FALSE,No,0.8,No,0,
2,9/27/1998,9,27,1998,7:37,LaPush,4,34.7472,092798LP04D,35,LP04,47.9215,-124.7388,Regular,FALSE,No,0.8,No,1.069034832,
2,9/27/1998,9,27,1998,8:26,LaPush,6,58.5216,092798LP06,36,LP06,47.90083,-124.7937,Regular,FALSE,No,0.8,No,0,
2,9/27/1998,9,27,1998,11:18,LaPush,9,76.8096,092798LP09,37,LP09,47.93017,-124.8728,Regular,FALSE,No,0.8,No,0,
2,9/27/1998,9,27,1998,13:12,LaPush,12,109.728,092798LP12,38,LP12,47.9015,-124.9573,Regular,FALSE,No,0.8,No,0,
2,9/27/1998,9,27,1998,15:18,LaPush,17,138.9888,092798LP17,39,LP17,47.915,-125.0817,Regular,FALSE,No,0.8,No,0,
2,9/28/1998,9,28,1998,7:44,Willapa Bay,5,29.2608,092898WB05D,41,WB05,46.6695,-124.1835,Regular,FALSE,No,0.8,No,0,
2,9/28/1998,9,28,1998,9:56,Willapa Bay,9,65.8368,092898WB09,42,WB09,46.64317,-124.2972,Regular,FALSE,No,0.8,No,0,
2,9/28/1998,9,28,1998,11:59,Willapa Bay,14,82.296,092898WB14,43,WB14,46.6855,-124.4018,Regular,FALSE,No,0.8,No,0,
2,9/28/1998,9,28,1998,14:00,Willapa Bay,19,117.0432,092898WB19,44,WB19,46.65667,-124.512,Regular,FALSE,No,0.8,No,0,
2,9/29/1998,9,29,1998,7:51,Columbia River,7,60.3504,092998CR07,46,CR07,46.15717,-124.1598,Regular,TRUE,No,0.8,No,0,1
2,9/29/1998,9,29,1998,9:28,Columbia River,10,73.152,092998CR10A,47,CR10,46.18017,-124.2162,Regular,TRUE,No,0.8,No,0,1
2,9/29/1998,9,29,1998,13:42,Columbia River,10,80.4672,092998CR10B,49,CR10,46.15683,-124.2213,Regular,TRUE,No,0.8,No,0,1
2,9/29/1998,9,29,1998,11:30,Columbia River,15,113.3856,092998CR15,48,CR15,46.17117,-124.3323,Regular,FALSE,No,0.8,No,0,
3,5/18/1999,5,18,1999,6:26,LaPush,4,32.9184,051899LP04,1,LP04,47.91483,-124.7425,Regular,FALSE,No,0.8,No,1.89789143,
3,5/18/1999,5,18,1999,8:33,LaPush,6,54.864,051899LP06D,2,LP06,47.90698,-124.79,Regular,FALSE,No,0.8,No,14.60929641,
3,5/18/1999,5,18,1999,11:06,LaPush,9,82.296,051899LP09A,3,LP09,47.90663,-124.8818,Regular,FALSE,No,0.8,No,0.30448354,
3,5/18/1999,5,18,1999,18:20,LaPush,9,82.296,051899LP09B,6,LP09,47.91152,-124.8734,Regular,TRUE,No,0.8,No,0,1
3,5/18/1999,5,18,1999,13:36,LaPush,12,107.8992,051899LP12,4,LP12,47.92397,-124.9551,Regular,FALSE,No,0.8,No,0,
3,5/18/1999,5,18,1999,16:03,LaPush,17,142.6464,051899LP17,5,LP17,47.90805,-125.0857,Regular,FALSE,No,0.8,No,0,
3,5/19/1999,5,19,1999,16:00,Grays Harbor,5,40.2336,051999GH05,13,GH05,46.97942,-124.3068,Regular,FALSE,No,0.8,No,0,
3,5/19/1999,5,19,1999,14:05,Grays Harbor,10,56.6928,051999GH10B,12,GH10,47.00952,-124.4187,Regular,FALSE,No,0.8,No,0,
3,5/19/1999,5,19,1999,11:00,Grays Harbor,16,82.296,051999GH16,10,GH16,46.9933,-124.5564,Regular,FALSE,No,0.8,No,0.341916913,
3,5/19/1999,5,19,1999,8:41,Grays Harbor,21,113.3856,051999GH21,9,GH21,46.99428,-124.692,Regular,FALSE,No,0.8,No,0,
3,5/19/1999,5,19,1999,6:03,Grays Harbor,26,159.1056,051999GH26,8,GH26,46.97462,-124.8127,Regular,FALSE,No,0.8,No,0,
3,5/20/1999,5,20,1999,7:51,Columbia River,4,29.2608,052099CR04,16,CR04,46.1614,-124.0777,Regular,FALSE,No,0.8,No,283.5101281,
3,5/20/1999,5,20,1999,9:32,Columbia River,7,67.6656,052099CR07,17,CR07,46.13702,-124.1606,Regular,FALSE,No,0.8,No,35.8488965,
3,5/20/1999,5,20,1999,11:20,Columbia River,10,78.6384,052099CR10,18,CR10,46.1608,-124.2188,Regular,FALSE,No,0.8,No,8.301203932,
3,5/20/1999,5,20,1999,12:43,Columbia River,15,113.3856,052099CR15,19,CR15,46.13468,-124.3388,Regular,FALSE,No,0.8,No,3.328323536,
3,5/20/1999,5,20,1999,15:23,Columbia River,20,133.5024,052099CR20,20,CR20,46.16363,-124.4507,Regular,FALSE,No,0.8,No,103.0419625,
3,5/20/1999,5,20,1999,17:28,Columbia River,25,148.1328,052099CR25,21,CR25,46.14072,-124.5536,Regular,FALSE,No,0.8,No,10.28125393,
3,5/20/1999,5,20,1999,19:00,Columbia River,30,438.912,052099CR30,22,CR30,46.1602,-124.6837,Regular,FALSE,No,0.8,No,2.728722052,
3,5/21/1999,5,21,1999,6:03,Columbia River,40,1024.128,052199CR40,24,CR40,46.13802,-124.9228,Regular,FALSE,No,0.8,No,0,
3,5/21/1999,5,21,1999,9:17,Columbia River,50,848.5632,052199CR50,25,CR50,46.15855,-125.169,Regular,FALSE,No,0.8,No,0,
3,5/22/1999,5,22,1999,5:43,Cape Meares,1,29.2608,052299CM01,26,CM01,45.47938,-124.0052,Regular,FALSE,No,0.8,No,0,
3,5/22/1999,5,22,1999,7:34,Cape Meares,3,62.1792,052299CM03,27,CM03,45.47497,-124.0363,Regular,FALSE,No,0.8,No,0,
3,5/22/1999,5,22,1999,9:23,Cape Meares,5,85.9536,052299CM05,28,CM05,45.4725,-124.0893,Regular,FALSE,No,0.8,No,0,
3,5/22/1999,5,22,1999,11:52,Cape Meares,10,137.16,052299CM10,29,CM10,45.47849,-124.2096,Regular,FALSE,No,0.8,No,0,
3,5/22/1999,5,22,1999,14:15,Cape Meares,15,179.2224,052299CM15,30,CM15,45.46,-124.3242,Regular,FALSE,No,0.8,No,0,
3,5/23/1999,5,23,1999,6:20,Newport,5,56.6928,052399NH05,32,NH05,44.65168,-124.1736,Regular,TRUE,No,0.8,No,47.78561134,
3,5/23/1999,5,23,1999,9:02,Newport,10,76.8096,052399NH10,33,NH10,44.64722,-124.2888,Regular,FALSE,No,0.8,No,0.778135182,
3,5/23/1999,5,23,1999,11:02,Newport,15,51.2064,052399NH15,34,NH15,44.6077,-124.4054,Regular,FALSE,No,0.8,No,0.465676914,
3,5/23/1999,5,23,1999,13:20,Newport,20,133.5024,052399NH20,35,NH20,44.648,-124.516,Regular,FALSE,No,0.8,No,0,
3,5/24/1999,5,24,1999,19:30,Cape Meares,20,256.032,052499CM20,36,CM20,45.47483,-124.4466,Regular,FALSE,No,0.8,No,0,
3,5/25/1999,5,25,1999,20:52,Columbia River,20,135.3312,052599CR20,42,CR20,46.15813,-124.4611,Regular,TRUE,No,0.8,No,3.997806579,
3,5/25/1999,5,25,1999,17:43,Columbia River,40,914.4,052599CR40,41,CR40,46.16215,-124.9109,Regular,TRUE,No,0.8,No,0.666232128,
3,5/25/1999,5,25,1999,10:40,Hug Point,30,259.6896,052599HP30,39,HP30,45.83062,-124.6921,Regular,FALSE,No,0.8,No,0,
3,5/25/1999,5,25,1999,13:43,Hug Point,40,914.4,052599HP40,40,HP40,45.84167,-124.9304,Regular,FALSE,No,0.8,No,0.299404753,
3,5/25/1999,5,25,1999,6:23,Nehalem River,30,457.2,052599NR30,38,NR30,45.65435,-124.6937,Regular,FALSE,No,0.8,No,2.740216392,
4,6/16/1999,6,16,1999,8:08,LaPush,4,45.72,061699LP04,2,LP04,47.87627,-124.7436,Regular,FALSE,No,0.8,No,0.771012332,
4,6/16/1999,6,16,1999,5:55,LaPush,6,58.5216,061699LP06,1,LP06,47.89683,-124.7925,Regular,FALSE,No,0.8,No,0,
4,6/16/1999,6,16,1999,10:00,LaPush,9,85.9536,061699LP09,3,LP09,47.9005,-124.885,Regular,FALSE,No,0.8,No,0.659075021,
4,6/16/1999,6,16,1999,11:56,LaPush,12,109.728,061699LP12,4,LP12,47.88935,-124.9601,Regular,FALSE,No,0.8,No,0,
4,6/16/1999,6,16,1999,13:51,LaPush,17,137.16,061699LP17,5,LP17,47.90263,-125.081,Regular,FALSE,No,0.8,No,0,
4,6/16/1999,6,16,1999,16:00,LaPush,22,190.1952,061699LP22,6,LP22,47.89333,-125.1913,Regular,FALSE,No,0.8,No,0,
4,6/16/1999,6,16,1999,18:14,LaPush,27,497.4336,061699LP27,7,LP27,47.90322,-125.31,Regular,FALSE,No,0.8,No,0,
4,6/17/1999,6,17,1999,15:49,Grays Harbor,26,153.6192,061799GH26,10,GH26,47.0108,-124.8149,Regular,FALSE,No,0.8,No,0,
4,6/17/1999,6,17,1999,20:20,Grays Harbor,31,175.5648,061799GH31,12,GH31,47.00965,-124.9238,Regular,FALSE,No,0.8,No,0,
4,6/17/1999,6,17,1999,18:25,Grays Harbor,36,731.52,061799GH36,11,GH36,47.00673,-125.0385,Regular,FALSE,No,0.8,No,0,
4,6/17/1999,6,17,1999,5:32,LaPush,9,87.7824,061799LP09,8,LP09,47.88965,-124.8801,Regular,TRUE,No,0.8,No,0,1
4,6/17/1999,6,17,1999,7:48,LaPush,12,107.8992,061799LP12,9,LP12,47.90473,-124.9588,Regular,TRUE,No,0.8,No,0,1
4,6/18/1999,6,18,1999,11:57,Grays Harbor,6,38.4048,061899GH06,16,GH06,47.00195,-124.322,Regular,FALSE,No,0.8,No,0.347255728,
4,6/18/1999,6,18,1999,9:52,Grays Harbor,10,58.5216,061899GH10,15,GH10,46.97957,-124.4227,Regular,FALSE,No,0.8,No,0,
4,6/18/1999,6,18,1999,7:44,Grays Harbor,16,78.6384,061899GH16,14,GH16,47.005,-124.5475,Regular,FALSE,No,0.8,No,0,
4,6/18/1999,6,18,1999,5:32,Grays Harbor,21,115.2144,061899GH21,13,GH21,47.00027,-124.6966,Regular,FALSE,No,0.8,No,0,
4,6/18/1999,6,18,1999,16:10,Willapa Bay,5,23.7744,061899WB05,17,WB05,46.6649,-124.1736,Regular,FALSE,No,0.8,No,4.350465782,
4,6/18/1999,6,18,1999,18:24,Willapa Bay,9,60.3504,061899WB09,18,WB09,46.66603,-124.2861,Regular,FALSE,No,0.8,No,0,
4,6/19/1999,6,19,1999,9:31,Columbia River,4,27.432,061999CR04,21,CR04,46.16905,-124.0771,Regular,FALSE,No,0.8,No,0,
4,6/19/1999,6,19,1999,7:06,Columbia River,7,47.5488,061999CR07,20,CR07,46.17275,-124.1456,Regular,FALSE,No,0.8,No,1.979910759,
4,6/19/1999,6,19,1999,5:26,Columbia River,10,74.9808,061999CR10,19,CR10,46.17583,-124.2174,Regular,FALSE,No,0.8,No,9.198671195,
4,6/19/1999,6,19,1999,11:04,Columbia River,15,113.3856,061999CR15,22,CR15,46.15828,-124.3387,Regular,FALSE,No,0.8,No,23.52837939,
4,6/19/1999,6,19,1999,13:10,Columbia River,20,131.6736,061999CR20,23,CR20,46.16098,-124.45,Regular,FALSE,No,0.8,No,1.837015657,
4,6/19/1999,6,19,1999,15:18,Columbia River,25,149.9616,061999CR25,24,CR25,46.1566,-124.5462,Regular,FALSE,No,0.8,No,0,
4,6/19/1999,6,19,1999,17:46,Columbia River,30,457.2,061999CR30,25,CR30,46.15053,-124.6882,Regular,FALSE,No,0.8,No,0,
4,6/19/1999,6,19,1999,20:18,Columbia River,35,1097.28,061999CR35,26,CR35,46.15353,-124.8126,Regular,FALSE,No,0.8,No,0,
4,6/20/1999,6,20,1999,14:29,Columbia River,4,23.7744,062099CR04,27,CR04,46.179,-124.0814,Regular,TRUE,No,0.8,No,0,1
4,6/20/1999,6,20,1999,16:20,Columbia River,7,56.6928,062099CR07,28,CR07,46.16597,-124.1562,Regular,TRUE,No,0.8,No,0,1
4,6/20/1999,6,20,1999,18:49,Columbia River,15,113.3856,062099CR15,29,CR15,46.15378,-124.3285,Regular,TRUE,No,0.8,No,0,1
4,6/21/1999,6,21,1999,8:17,Cape Meares,1,36.576,062199CM01,31,CM01,45.4682,-124.0131,Regular,FALSE,No,0.8,No,13.55231302,
4,6/21/1999,6,21,1999,10:10,Cape Meares,3,58.5216,062199CM03,32,CM03,45.45915,-124.0404,Regular,FALSE,No,0.8,No,5.481026013,
4,6/21/1999,6,21,1999,6:01,Cape Meares,5,85.9536,062199CM05,30,CM05,45.47122,-124.0931,Regular,FALSE,No,0.8,No,0,
4,6/21/1999,6,21,1999,12:48,Cape Meares,10,135.3312,062199CM10,33,CM10,45.48817,-124.2062,Regular,FALSE,No,0.8,No,0,
4,6/21/1999,6,21,1999,15:38,Cape Meares,15,175.5648,062199CM15,34,CM15,45.49617,-124.3213,Regular,FALSE,No,0.8,No,0,
4,6/21/1999,6,21,1999,17:54,Cape Meares,20,263.3472,062199CM20,35,CM20,45.48418,-124.4526,Regular,FALSE,No,0.8,No,0,
4,6/22/1999,6,22,1999,11:14,Cascade Head,1,32.9184,062299CH01,38,CH01,45.03848,-124.0396,Regular,FALSE,No,0.8,No,1.209877644,
4,6/22/1999,6,22,1999,18:29,Cascade Head,2,53.0352,062299CH02,41,CH02,45.0361,-124.0737,Regular,FALSE,No,0.8,No,0,
4,6/22/1999,6,22,1999,13:18,Cascade Head,5,91.44,062299CH05,39,CH05,45.03863,-124.1431,Regular,FALSE,No,0.8,No,0,
4,6/22/1999,6,22,1999,15:46,Cascade Head,10,148.1328,062299CH10,40,CH10,45.03453,-124.2352,Regular,FALSE,No,0.8,No,0,
4,6/22/1999,6,22,1999,5:41,Cape Meares,1,34.7472,062299CM01,36,CM01,45.4839,-124.0103,Regular,TRUE,No,0.8,No,17.69263141,
4,6/22/1999,6,22,1999,7:34,Cape Meares,3,45.72,062299CM03,37,CM03,45.4562,-124.0286,Regular,TRUE,No,0.8,No,5.709610425,
4,6/23/1999,6,23,1999,7:50,Newport,5,58.5216,062399NH05,43,NH05,44.65878,-124.1737,Regular,FALSE,No,0.8,No,54.46396413,
4,6/23/1999,6,23,1999,5:50,Newport,10,78.6384,062399NH10,42,NH10,44.65832,-124.2832,Regular,FALSE,No,0.8,No,46.68328104,
4,6/23/1999,6,23,1999,10:31,Newport,15,87.7824,062399NH15,44,NH15,44.6467,-124.3978,Regular,FALSE,No,0.8,No,8.667739849,
4,6/23/1999,6,23,1999,12:50,Newport,20,137.16,062399NH20,45,NH20,44.66493,-124.519,Regular,FALSE,No,0.8,No,0,
4,6/24/1999,6,24,1999,8:09,Cape Falcon,1,27.432,062499CF01,47,CF01,45.72405,-123.9738,Regular,FALSE,No,0.8,No,4.176975519,
4,6/24/1999,6,24,1999,10:11,Cape Falcon,3,58.5216,062499CF03,48,CF03,45.71743,-124.0272,Regular,FALSE,No,0.8,No,0,
4,6/24/1999,6,24,1999,6:02,Cape Falcon,7,84.1248,062499CF07,46,CF07,45.72633,-124.1112,Regular,FALSE,No,0.8,No,0,
4,6/24/1999,6,24,1999,12:33,Cape Falcon,10,113.3856,062499CF10,49,CF10,45.72433,-124.1818,Regular,FALSE,No,0.8,No,0,
4,6/24/1999,6,24,1999,14:41,Cape Falcon,15,146.304,062499CF15,50,CF15,45.72222,-124.2958,Regular,FALSE,No,0.8,No,0,
5,9/21/1999,9,21,1999,17:52,LaPush,4,33,092199LP04D,3,LP04,47.92204,-124.7543,Regular,FALSE,No,0.8,No,0.29411075,
5,9/22/1999,9,22,1999,17:41,LaPush,4,31,092299LP04D,10,LP04,47.90597,-124.7327,Regular,TRUE,No,0.8,No,0,1
5,9/22/1999,9,22,1999,16:40,LaPush,6,51,092299LP06D,9,LP06,47.9245,-124.7989,Regular,FALSE,No,0.8,No,0,
5,9/22/1999,9,22,1999,14:35,LaPush,9,86,092299LP09D,8,LP09,47.91467,-124.9022,Regular,FALSE,No,0.8,No,0,
5,9/22/1999,9,22,1999,12:32,LaPush,12,110,092299LP12D,7,LP12,47.91575,-124.9833,Regular,FALSE,No,0.8,No,0,
5,9/22/1999,9,22,1999,10:41,LaPush,17,133,092299LP17D,6,LP17,47.91718,-125.1075,Regular,FALSE,No,0.8,No,0,
5,9/22/1999,9,22,1999,8:52,LaPush,22,176,092299LP22D,5,LP22,47.91627,-125.2,Regular,FALSE,No,0.8,No,0,
5,9/22/1999,9,22,1999,6:56,LaPush,27,451,092299LP27D,4,LP27,47.91615,-125.3422,Regular,FALSE,No,0.8,No,0,
5,9/23/1999,9,23,1999,7:11,Grays Harbor,3,26,092399GH03D,11,GH03,47.01002,-124.2699,Regular,FALSE,No,0.8,No,0.30531383,
5,9/23/1999,9,23,1999,9:30,Grays Harbor,6,36,092399GH06D,12,GH06,46.99437,-124.3202,Regular,FALSE,No,0.8,No,0,
5,9/23/1999,9,23,1999,11:23,Grays Harbor,10,54,092399GH10D,13,GH10,46.98701,-124.4048,Regular,FALSE,No,0.8,No,0,
